date	description	amount	type	pending
2017-12-31	Tele2	-6
2017-12-31	Mama Ye's	-7,9
2017-12-31	Espresso House	-8,8
2017-12-31	H&M Drottninggatan	-10
2017-12-31	Veggie restaurang	-11,5
2017-12-31	Taxi Stockholm	-16,8
2017-12-31	Upplysning 636-9094	-50
2017-12-30	7-Eleven Odenplan	-4,3
2017-12-30	Veggie restaurang	-8,5
2017-12-30	Pong Thai Buffe	-14,5
2017-12-29	Ekholmsnäs Golf	-15
2017-12-29	Nytorget 6 Bar	-78,9
2017-12-27	Veggie restaurang	-9,5
2017-12-27	Vigårda	-16,4
2017-12-26	Pontus!	-8,9
2017-12-26	Stockholms Stads Bostadsförmedling	-22,5
2017-12-25	Pascha Deli	-9,5
2017-12-24	Mama Ye's	-7,9
2017-12-22	Lön	2998,5
2017-12-23	Tures Bar	-19,3
2017-12-22	Pascha Deli	-9,5
2017-12-21	Shell	-4,9
2017-12-21	McDonalds Kungsgatan	-9,5
2017-12-21	Taxi Stockholm	-36
2017-12-21	Upplysning 636-9094	-50
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Swish mottagen +46706460556	11,1
2017-12-20	Tobaks Hörnet	-4,813
2017-12-20	Vapiano Gamla stan	-7,5
2017-12-20	Texas Longhorn	-22,2
2017-12-19	ICA Supermarket Baronen	-6,5
2017-12-19	Bantorget Se	-12
2017-12-19	Caliente Tapas	-33,7
2017-12-19	Nike store	-40
2017-12-17	Sandys	-8,4
2017-12-17	Texas Burger	-11
2017-12-16	Pascha Deli	-7
2017-12-16	Snabboteket	-14,25
2017-12-16	Hemköp Odenplan	-24,906
2017-12-15	Taxi Stockholm	-35,5
2017-12-14	Panini	-3,3
2017-12-14	Pressbyrån Kungsgatan	-5,1
2017-12-14	Ekholmsnäs Gård	-15
2017-12-13	Pascha Deli	-7
2017-12-13	Riche	-14,4
2017-12-13	Taxi Kurir Stockholm	-20
2017-12-12	Curry Spice	-8,4
2017-12-11	Vurma	-6,2
2017-12-11	Pascha Deli	-7
2017-12-11	Vigårda Barbeque	-11,5
2017-12-10	Vapiano Östermalm	-7,5
2017-12-07	Wiggo	-9,5
2017-12-07	MediaMarkt	-9,8
2017-12-07	Hemköp Odenplan	-16,95
2017-12-07	Resecentrum	-94,5
2017-12-06	Spotify	-9,9
2017-12-06	Taxi Stockholm	-16,6
2017-12-06	Berns Nosh & Chow	-22
2017-12-06	Berns Nosh & Chow	-41,1
2017-12-05	PrisExtra	-14,213
2017-12-05	Systembolaget	-39,46
2017-12-04	UCL Tandläkare	-5,5
2017-12-04	Vigårda Barbeque	-7
2017-12-04	Euroaccident	-12,2
2017-12-04	Story Hotel	-14,4
2017-12-04	Story Hotel	-21,6
2017-12-04	Pontus!	-40
2017-12-04	Apotek Hjärtat Fältöversten	-62,4
2017-12-04	Lån 354238	-90
2017-12-04	Bolån	-113
2017-12-03	Bankavgift	-2,5
2017-12-03	Pascha Deli	-7,5
2017-12-03	Sveriges Ingenjörer	-13,5
2017-12-03	Egmont Tidskrifter	-37,5
2017-12-03	Hyra Stockholm	-200,1
2017-12-03	Stockholms Hem - Bostad	-200,3
2017-12-03	Mjölby Dataspecialist	-248,009
2017-12-02	Icha Icha	-9,9
2017-12-02	SL	-79
2017-12-01	Vapiano Östermalm	-9,9
2017-11-30	Pong Norrlandsgatan	-7,9
2017-11-30	Hemköp 	-24,489
2017-11-29	Skåne Buss	-4,5
2017-11-29	SJ Ombord	-6,2
2017-11-29	SJ Ombord	-17,1
2017-11-29	Albert & Jack's	-55,4
2017-11-28	Skåne Buss	-4,5
2017-11-28	Roberts Coffee	-5,1
2017-11-26	Waynes Coffee	-7,1
2017-11-26	Pontus!	-9,9
